CLOCK_REF  mono_ns=4585007197872  real_ns=1788580512007551135
WRITE  gpa=0x000000014276e000  ts=4587081252685
WRITE  gpa=0x00000001043de000  ts=4587081300934
WRITE  gpa=0x000000011065f000  ts=4587081333254
WRITE  gpa=0x000000011f527000  ts=4587081343564
WRITE  gpa=0x0000003f82668000  ts=4587081350794
WRITE  gpa=0x00000001422b4000  ts=4587081363374
WRITE  gpa=0x0000000142a15000  ts=4587081396644
WRITE  gpa=0x0000000113e2c000  ts=4587081427594
WRITE  gpa=0x0000000104447000  ts=4587081435494
WRITE  gpa=0x0000000144657000  ts=4587081469294
WRITE  gpa=0x00000001491cd000  ts=4587081512134
WRITE  gpa=0x0000003f82cd9000  ts=4587081555473
WRITE  gpa=0x000000013b642000  ts=4587081590893
WRITE  gpa=0x0000000143ee9000  ts=4587081638033
WRITE  gpa=0x0000000143c7c000  ts=4587081691453
WRITE  gpa=0x00000001423fd000  ts=4587081730023
WRITE  gpa=0x0000000100db0000  ts=4587081756933
WRITE  gpa=0x0000000114675000  ts=4587081780313
WRITE  gpa=0x000000011f5c9000  ts=4587081790152
WRITE  gpa=0x0000000117aa0000  ts=4587081797682
WRITE  gpa=0x000000011295e000  ts=4587081805212
WRITE  gpa=0x00000001146d1000  ts=4587081811412
WRITE  gpa=0x00000001175be000  ts=4587081817892
WRITE  gpa=0x0000000100262000  ts=4587081824652
WRITE  gpa=0x0000000117ae1000  ts=4587081833962
WRITE  gpa=0x0000000114b38000  ts=4587081841282
WRITE  gpa=0x000000011ee6d000  ts=4587081873792
WRITE  gpa=0x0000000113f44000  ts=4587081882032
WRITE  gpa=0x0000000100296000  ts=4587081912272
WRITE  gpa=0x0000000112c96000  ts=4587081919032
WRITE  gpa=0x000000011498a000  ts=4587081935562
WRITE  gpa=0x0000000114941000  ts=4587081942872
WRITE  gpa=0x0000000114933000  ts=4587081949342
WRITE  gpa=0x00000001482e3000  ts=4587081956112
WRITE  gpa=0x0000000122c4d000  ts=4587081989262
WRITE  gpa=0x0000000117d03000  ts=4587082004112
WRITE  gpa=0x00000001146a0000  ts=4587082010712
WRITE  gpa=0x0000000117fb1000  ts=4587106728271
WRITE  gpa=0x0000000112c96000  ts=4587107146689
WRITE  gpa=0x0000000100000000  ts=4587107153799
WRITE  gpa=0x00000001001ce000  ts=4587107160629
WRITE  gpa=0x0000000113f45000  ts=4587107167069
WRITE  gpa=0x0000000113f44000  ts=4587107173199
WRITE  gpa=0x0000000100db1000  ts=4587107179999
WRITE  gpa=0x00000001001cf000  ts=4587107186479
WRITE  gpa=0x000000011ee35000  ts=4587107192109
WRITE  gpa=0x000000011ee31000  ts=4587107198109
WRITE  gpa=0x0000000114b39000  ts=4587107205039
WRITE  gpa=0x00000001001d0000  ts=4587107219739
WRITE  gpa=0x000000011ee32000  ts=4587107225249
WRITE  gpa=0x000000011ee33000  ts=4587107232429
WRITE  gpa=0x0000000114b38000  ts=4587107239739
WRITE  gpa=0x0000000120b61000  ts=4587107245829
WRITE  gpa=0x0000000113e13000  ts=4587107258319
WRITE  gpa=0x0000000100040000  ts=4587107264949
WRITE  gpa=0x0000000102251000  ts=4587107271129
WRITE  gpa=0x0000000102252000  ts=4587107276969
WRITE  gpa=0x000000010fdec000  ts=4587107282739
WRITE  gpa=0x000000010363f000  ts=4587107289929
WRITE  gpa=0x000000010361e000  ts=4587107295968
WRITE  gpa=0x000000011f2ba000  ts=4587107302988
WRITE  gpa=0x000000011ee6d000  ts=4587107308888
WRITE  gpa=0x0000000120854000  ts=4587107316438
WRITE  gpa=0x0000000103bbd000  ts=4587107322628
WRITE  gpa=0x000000010fd60000  ts=4587107329078
WRITE  gpa=0x000000011064e000  ts=4587107343968
WRITE  gpa=0x000000011074a000  ts=4587107349978
WRITE  gpa=0x0000000104014000  ts=4587107356558
WRITE  gpa=0x000000010004f000  ts=4587107363248
WRITE  gpa=0x0000000100123000  ts=4587107369288
WRITE  gpa=0x000000011f2bc000  ts=4587107375498
WRITE  gpa=0x000000011f60e000  ts=4587107381498
WRITE  gpa=0x000000011f7fd000  ts=4587107388298
WRITE  gpa=0x000000011f7fc000  ts=4587107394318
WRITE  gpa=0x0000000117d03000  ts=4587107403248
WRITE  gpa=0x00000001146a0000  ts=4587107409098
WRITE  gpa=0x0000000119492000  ts=4587107424508
WRITE  gpa=0x0000000103e35000  ts=4587107430448
WRITE  gpa=0x00000001159f0000  ts=4587107437038
WRITE  gpa=0x000000011f5bd000  ts=4587107442858
WRITE  gpa=0x0000000100295000  ts=4587107449408
WRITE  gpa=0x000000011f3a0000  ts=4587107455288
WRITE  gpa=0x000000011f39c000  ts=4587107462498
WRITE  gpa=0x00000001001da000  ts=4587107468858
WRITE  gpa=0x0000000103ea6000  ts=4587107477978
WRITE  gpa=0x0000000100db3000  ts=4587107485648
WRITE  gpa=0x00000001043de000  ts=4587107492408
WRITE  gpa=0x0000000104d43000  ts=4587107498638
WRITE  gpa=0x00000001022fa000  ts=4587107505768
WRITE  gpa=0x000000011edc7000  ts=4587107512488
WRITE  gpa=0x0000000103b0e000  ts=4587107519728
WRITE  gpa=0x0000000120880000  ts=4587107525848
WRITE  gpa=0x0000000120881000  ts=4587107531458
WRITE  gpa=0x0000000120882000  ts=4587107536738
WRITE  gpa=0x0000000120883000  ts=4587107542737
WRITE  gpa=0x0000000120884000  ts=4587107548317
WRITE  gpa=0x0000000120885000  ts=4587107554217
WRITE  gpa=0x0000000120886000  ts=4587107559867
WRITE  gpa=0x0000000120887000  ts=4587107565837
WRITE  gpa=0x0000000120888000  ts=4587107571537
WRITE  gpa=0x0000000120889000  ts=4587107577577
WRITE  gpa=0x000000012088a000  ts=4587107583157
WRITE  gpa=0x000000012088b000  ts=4587107589147
WRITE  gpa=0x000000012088c000  ts=4587107594577
WRITE  gpa=0x000000012088d000  ts=4587107600537
WRITE  gpa=0x000000012088e000  ts=4587107605947
WRITE  gpa=0x000000012088f000  ts=4587107611737
WRITE  gpa=0x000000011ef6c000  ts=4587107617987
WRITE  gpa=0x000000010027d000  ts=4587107624627
WRITE  gpa=0x000000010027c000  ts=4587107630947
WRITE  gpa=0x000000011f7fe000  ts=4587107641837
WRITE  gpa=0x0000000100207000  ts=4587107647747
WRITE  gpa=0x0000000100db0000  ts=4587107653787
WRITE  gpa=0x0000000100ded000  ts=4587107659677
WRITE  gpa=0x0000000100d55000  ts=4587107667567
WRITE  gpa=0x000000011f6b1000  ts=4587107674187
WRITE  gpa=0x000000011f38f000  ts=4587107680367
WRITE  gpa=0x0000000110683000  ts=4587107687757
WRITE  gpa=0x00000000c0030000  ts=4587107696527
WRITE  gpa=0x00000000c0031000  ts=4587107705787
WRITE  gpa=0x00000000c0032000  ts=4587107713397
WRITE  gpa=0x00000000c0033000  ts=4587107720597
WRITE  gpa=0x00000000c0034000  ts=4587107727477
WRITE  gpa=0x00000000c0035000  ts=4587107734387
WRITE  gpa=0x00000000c0036000  ts=4587107741287
WRITE  gpa=0x00000000c0037000  ts=4587107748567
WRITE  gpa=0x00000000c0038000  ts=4587107755677
WRITE  gpa=0x00000000c0039000  ts=4587107762747
WRITE  gpa=0x00000000c003a000  ts=4587107769707
WRITE  gpa=0x00000000c003b000  ts=4587107776947
WRITE  gpa=0x00000000c003c000  ts=4587107783867
WRITE  gpa=0x00000000c003d000  ts=4587107791106
WRITE  gpa=0x00000000c003e000  ts=4587107798016
WRITE  gpa=0x00000000c003f000  ts=4587107804926
WRITE  gpa=0x000000010027e000  ts=4587107815366
WRITE  gpa=0x0000000118352000  ts=4587107823766
WRITE  gpa=0x00000001187f0000  ts=4587107830786
WRITE  gpa=0x0000000114a2e000  ts=4587107837776
WRITE  gpa=0x0000000114a35000  ts=4587107843896
WRITE  gpa=0x000000011498a000  ts=4587107850416
WRITE  gpa=0x0000000114941000  ts=4587107856276
WRITE  gpa=0x00000001146b4000  ts=4587107862556
WRITE  gpa=0x00000001441e8000  ts=4587107872656
WRITE  gpa=0x0000000118784000  ts=4587107906716
WRITE  gpa=0x0000000114933000  ts=4587107927076
WRITE  gpa=0x0000000155dbe000  ts=4587107947706
WRITE  gpa=0x00000001146a6000  ts=4587108042705
WRITE  gpa=0x000000014466e000  ts=4587108050065
WRITE  gpa=0x000000015381f000  ts=4587108072785
WRITE  gpa=0x0000000144548000  ts=4587108102955
WRITE  gpa=0x000000014460d000  ts=4587108131805
WRITE  gpa=0x0000000114678000  ts=4587108137975
WRITE  gpa=0x000000014365e000  ts=4587108144445
WRITE  gpa=0x0000000155810000  ts=4587108179045
WRITE  gpa=0x0000000142dd9000  ts=4587108225065
WRITE  gpa=0x0000000154957000  ts=4587108272885
WRITE  gpa=0x00000001482e3000  ts=4587108311284
WRITE  gpa=0x0000000153f5d000  ts=4587108333484
WRITE  gpa=0x00000001539f1000  ts=4587108362554
WRITE  gpa=0x000000014358f000  ts=4587108446914
WRITE  gpa=0x0000000143aac000  ts=4587108475874
WRITE  gpa=0x0000000148c6a000  ts=4587108509124
WRITE  gpa=0x000000014254d000  ts=4587108544663
WRITE  gpa=0x0000000142fbc000  ts=4587108577533
WRITE  gpa=0x0000000114699000  ts=4587108610813
WRITE  gpa=0x0000000149a1c000  ts=4587108637063
WRITE  gpa=0x000000015448e000  ts=4587108671203
WRITE  gpa=0x0000000153701000  ts=4587108700643
WRITE  gpa=0x0000000140e6f000  ts=4587108728753
WRITE  gpa=0x0000000128fcc000  ts=4587108758683
WRITE  gpa=0x0000000128fe1000  ts=4587108787902
WRITE  gpa=0x000000015436d000  ts=4587108851332
WRITE  gpa=0x0000000149cc8000  ts=4587108973262
WRITE  gpa=0x000000015463a000  ts=4587109064381
WRITE  gpa=0x00000001421cf000  ts=4587109108301
WRITE  gpa=0x0000000149710000  ts=4587109137801
WRITE  gpa=0x000000014756d000  ts=4587109198141
WRITE  gpa=0x0000000142dab000  ts=4587109212671
WRITE  gpa=0x0000000149e5d000  ts=4587109219371
WRITE  gpa=0x0000000112c96000  ts=4587134633047
WRITE  gpa=0x0000000100000000  ts=4587134641657
WRITE  gpa=0x00000001001ce000  ts=4587134644657
WRITE  gpa=0x0000000113f45000  ts=4587134647717
WRITE  gpa=0x0000000113f44000  ts=4587134650207
WRITE  gpa=0x0000000100db1000  ts=4587134652947
WRITE  gpa=0x000000011ee35000  ts=4587134655747
WRITE  gpa=0x000000011ee31000  ts=4587134658657
WRITE  gpa=0x0000000114b39000  ts=4587134662067
WRITE  gpa=0x00000001001d0000  ts=4587134668337
WRITE  gpa=0x000000011ee32000  ts=4587134670737
WRITE  gpa=0x000000011ee33000  ts=4587134673857
WRITE  gpa=0x0000000114b38000  ts=4587134676527
WRITE  gpa=0x0000000120b61000  ts=4587134679297
WRITE  gpa=0x0000000113e13000  ts=4587134682367
WRITE  gpa=0x0000000100040000  ts=4587134685477
WRITE  gpa=0x0000000102251000  ts=4587134688177
WRITE  gpa=0x0000000102252000  ts=4587134690887
WRITE  gpa=0x000000010fdec000  ts=4587134693447
WRITE  gpa=0x000000010363f000  ts=4587134696687
WRITE  gpa=0x000000010361e000  ts=4587134699507
WRITE  gpa=0x000000011f2ba000  ts=4587134702647
WRITE  gpa=0x000000011ee6d000  ts=4587134705397
WRITE  gpa=0x0000000120854000  ts=4587134708767
WRITE  gpa=0x0000000103bbd000  ts=4587134711647
WRITE  gpa=0x000000010fd60000  ts=4587134714717
WRITE  gpa=0x000000011868b000  ts=4587134721527
WRITE  gpa=0x000000011772a000  ts=4587134725167
WRITE  gpa=0x0000000104014000  ts=4587134734197
WRITE  gpa=0x000000011d3a7000  ts=4587134737597
WRITE  gpa=0x000000011d2f3000  ts=4587134741647
WRITE  gpa=0x0000000104204000  ts=4587134750687
WRITE  gpa=0x000000011ee38000  ts=4587134754017
WRITE  gpa=0x000000011077e000  ts=4587134759627
WRITE  gpa=0x000000011f2bb000  ts=4587134764207
WRITE  gpa=0x0000000103c53000  ts=4587134767936
WRITE  gpa=0x0000000103ea7000  ts=4587134771116
WRITE  gpa=0x0000000123935000  ts=4587134776656
WRITE  gpa=0x0000000100db3000  ts=4587134780286
WRITE  gpa=0x000000011ee4c000  ts=4587134789436
WRITE  gpa=0x000000011f2b9000  ts=4587134794466
WRITE  gpa=0x000000011f0f3000  ts=4587134798006
WRITE  gpa=0x000000011f16d000  ts=4587134800726
WRITE  gpa=0x000000011ed67000  ts=4587134804446
WRITE  gpa=0x000000004f2dd000  ts=4587134811186
WRITE  gpa=0x00000001001cf000  ts=4587134818346
WRITE  gpa=0x000000011f16c000  ts=4587134829836
WRITE  gpa=0x000000011ed05000  ts=4587134837756
WRITE  gpa=0x0000000122234000  ts=4587134857276
WRITE  gpa=0x000000011498a000  ts=4587134866636
WRITE  gpa=0x0000000114941000  ts=4587134869326
WRITE  gpa=0x00000001146b4000  ts=4587134872316
WRITE  gpa=0x0000000117d03000  ts=4587134875296
WRITE  gpa=0x00000001146a0000  ts=4587134878136
WRITE  gpa=0x00000001146a6000  ts=4587134880506
WRITE  gpa=0x0000000149e5d000  ts=4587134883506
WRITE  gpa=0x000000015448e000  ts=4587134885946
WRITE  gpa=0x0000000118784000  ts=4587134888776
WRITE  gpa=0x00000001187f0000  ts=4587134892076
WRITE  gpa=0x0000000114a2e000  ts=4587134895416
WRITE  gpa=0x0000000114a35000  ts=4587134898056
WRITE  gpa=0x00000001441e8000  ts=4587134901086
WRITE  gpa=0x0000000142386000  ts=4587134903806
WRITE  gpa=0x0000000142dab000  ts=4587134906666
WRITE  gpa=0x0000000149199000  ts=4587134913016
WRITE  gpa=0x0000000117fb1000  ts=4587134916246
WRITE  gpa=0x0000000114933000  ts=4587134919146
WRITE  gpa=0x0000000153701000  ts=4587134934046
WRITE  gpa=0x0000000114678000  ts=4587134937026
WRITE  gpa=0x000000015336d000  ts=4587134944296
WRITE  gpa=0x000000011ef5c000  ts=4587134958926
WRITE  gpa=0x0000000103b4d000  ts=4587134962406
WRITE  gpa=0x000000011f2bc000  ts=4587134964906
WRITE  gpa=0x00000001491d0000  ts=4587134977686
WRITE  gpa=0x000000014195f000  ts=4587134980436
WRITE  gpa=0x00000001491e9000  ts=4587134994336
WRITE  gpa=0x0000000153821000  ts=4587134997246
WRITE  gpa=0x0000000149cde000  ts=4587135004166
WRITE  gpa=0x000000013f1d9000  ts=4587135007256
WRITE  gpa=0x00000001541fa000  ts=4587135030285
WRITE  gpa=0x000000015379e000  ts=4587135056325
WRITE  gpa=0x000000014478e000  ts=4587135059735
WRITE  gpa=0x0000000149710000  ts=4587135063095
WRITE  gpa=0x0000000118352000  ts=4587135066255
WRITE  gpa=0x0000000142c55000  ts=4587135069485
WRITE  gpa=0x00000001482e3000  ts=4587135072505
WRITE  gpa=0x000000015463a000  ts=4587135076185
WRITE  gpa=0x00000001490d6000  ts=4587135084645
WRITE  gpa=0x0000000147417000  ts=4587135091805
WRITE  gpa=0x000000013b46a000  ts=4587135095225
WRITE  gpa=0x0000000144548000  ts=4587135109865
WRITE  gpa=0x0000000140e3c000  ts=4587135117305
WRITE  gpa=0x00000001428b2000  ts=4587135120505
WRITE  gpa=0x0000000148ee3000  ts=4587135138695
WRITE  gpa=0x000000015404e000  ts=4587135168885
WRITE  gpa=0x00000001491aa000  ts=4587135175975
WRITE  gpa=0x0000000142c52000  ts=4587135179505
WRITE  gpa=0x0000000114699000  ts=4587135199255
WRITE  gpa=0x000000015425d000  ts=4587135203615
WRITE  gpa=0x000000015b16f000  ts=4587135206485
WRITE  gpa=0x0000000140f56000  ts=4587135210235
WRITE  gpa=0x00000001433a2000  ts=4587135213845
WRITE  gpa=0x00000001430d4000  ts=4587135217345
WRITE  gpa=0x0000000155810000  ts=4587135237725
WRITE  gpa=0x0000000128fcc000  ts=4587135240745
WRITE  gpa=0x00000001539f9000  ts=4587135260764
WRITE  gpa=0x0000000153911000  ts=4587135282544
WRITE  gpa=0x0000000153f9d000  ts=4587135291644
WRITE  gpa=0x0000000153f9e000  ts=4587135327364
WRITE  gpa=0x00000001539f1000  ts=4587135330004
WRITE  gpa=0x0000000138785000  ts=4587135337924
WRITE  gpa=0x0000000153bae000  ts=4587135352334
WRITE  gpa=0x0000000149373000  ts=4587135385484
WRITE  gpa=0x000000014393e000  ts=4587135399494
WRITE  gpa=0x0000000149f9b000  ts=4587135413394
WRITE  gpa=0x000000015b190000  ts=4587135430784
WRITE  gpa=0x0000000153ea3000  ts=4587135445134
WRITE  gpa=0x000000015436d000  ts=4587135449014
WRITE  gpa=0x000000013e947000  ts=4587135452104
WRITE  gpa=0x0000000143a8c000  ts=4587135495404
WRITE  gpa=0x00000001410ff000  ts=4587135514873
WRITE  gpa=0x0000000154740000  ts=4587135529713
WRITE  gpa=0x0000000141698000  ts=4587135537493
WRITE  gpa=0x0000000141d27000  ts=4587135551623
WRITE  gpa=0x0000000153948000  ts=4587135567783
WRITE  gpa=0x00000001557c3000  ts=4587135571633
WRITE  gpa=0x00000001446a6000  ts=4587135585083
WRITE  gpa=0x0000000154176000  ts=4587135590583
WRITE  gpa=0x00000001495e6000  ts=4587135596913
WRITE  gpa=0x0000000149f90000  ts=4587135622723
WRITE  gpa=0x00000001544f7000  ts=4587135629553
WRITE  gpa=0x000000014358f000  ts=4587135636853
WRITE  gpa=0x00000001543dc000  ts=4587135639883
WRITE  gpa=0x0000000142e1c000  ts=4587135643233
WRITE  gpa=0x0000000149cec000  ts=4587135649513
WRITE  gpa=0x00000001411c8000  ts=4587135655983
WRITE  gpa=0x0000000149fa0000  ts=4587135662383
WRITE  gpa=0x000000014919e000  ts=4587135683593
WRITE  gpa=0x0000000148eaf000  ts=4587135705793
WRITE  gpa=0x0000000155dbe000  ts=4587135713413
WRITE  gpa=0x0000000142763000  ts=4587135750472
WRITE  gpa=0x000000012ffd7000  ts=4587135762742
WRITE  gpa=0x0000000149cc8000  ts=4587135777452
WRITE  gpa=0x000000014466e000  ts=4587135781082
WRITE  gpa=0x0000000143d1e000  ts=4587135827102
WRITE  gpa=0x0000000142dd9000  ts=4587135835712
WRITE  gpa=0x000000014365e000  ts=4587135838272
WRITE  gpa=0x0000000148b5a000  ts=4587135851662
WRITE  gpa=0x0000000153c27000  ts=4587135889292
WRITE  gpa=0x0000000158b9d000  ts=4587135901072
WRITE  gpa=0x00000001450c1000  ts=4587135914982
WRITE  gpa=0x000000014432c000  ts=4587135963912
WRITE  gpa=0x00000001432b6000  ts=4587135997711
WRITE  gpa=0x000000013e995000  ts=4587136049781
WRITE  gpa=0x0000000149317000  ts=4587136056641
WRITE  gpa=0x00000001411f3000  ts=4587136064251
WRITE  gpa=0x00000001556dc000  ts=4587136085791
WRITE  gpa=0x00000001544e6000  ts=4587136110121
WRITE  gpa=0x000000014451c000  ts=4587136114461
WRITE  gpa=0x000000014466f000  ts=4587136117781
WRITE  gpa=0x00000001491f8000  ts=4587136135821
WRITE  gpa=0x0000000140825000  ts=4587136183681
WRITE  gpa=0x0000000143aac000  ts=4587136203111
WRITE  gpa=0x0000000149d67000  ts=4587136207051
WRITE  gpa=0x0000000140fbe000  ts=4587136210131
WRITE  gpa=0x00000001413d9000  ts=4587136230651
WRITE  gpa=0x0000000142048000  ts=4587136269870
WRITE  gpa=0x0000000142ac2000  ts=4587136277490
WRITE  gpa=0x0000000143f5d000  ts=4587136282260
WRITE  gpa=0x0000000142b17000  ts=4587136285390
WRITE  gpa=0x0000000149a1c000  ts=4587136302330
WRITE  gpa=0x000000014756d000  ts=4587136322120
WRITE  gpa=0x0000000153a81000  ts=4587136367460
WRITE  gpa=0x0000000100295000  ts=4587136372460
WRITE  gpa=0x00000001146e4000  ts=4587136375630
WRITE  gpa=0x00000001146b2000  ts=4587136382440
WRITE  gpa=0x0000000110651000  ts=4587136386880
WRITE  gpa=0x0000003f832c4000  ts=4587136394710
WRITE  gpa=0x0000000119553000  ts=4587136408680
WRITE  gpa=0x0000000147343000  ts=4587136412830
WRITE  gpa=0x000000011f5c9000  ts=4587136429670
WRITE  gpa=0x00000001146e3000  ts=4587136433690
WRITE  gpa=0x0000003f82319000  ts=4587136437760
WRITE  gpa=0x0000000103ea6000  ts=4587136441860
WRITE  gpa=0x0000000142eef000  ts=4587136453280
WRITE  gpa=0x000000014181f000  ts=4587136456660
WRITE  gpa=0x0000000128d91000  ts=4587136461120
WRITE  gpa=0x000000015b0ba000  ts=4587136479210
WRITE  gpa=0x00000001414b5000  ts=4587136485269
WRITE  gpa=0x0000000143a84000  ts=4587136520829
WRITE  gpa=0x0000000142626000  ts=4587136532299
WRITE  gpa=0x0000000147e56000  ts=4587136553519
WRITE  gpa=0x00000001410cd000  ts=4587136568589
WRITE  gpa=0x00000001421de000  ts=4587136596259
WRITE  gpa=0x0000000141f91000  ts=4587136613629
WRITE  gpa=0x0000000122c4d000  ts=4587136652689
WRITE  gpa=0x0000000122f2c000  ts=4587136656089
WRITE  gpa=0x0000000112669000  ts=4587136664029
WRITE  gpa=0x0000000113f35000  ts=4587136685849
WRITE  gpa=0x0000000122186000  ts=4587136703219
WRITE  gpa=0x00000001197dc000  ts=4587136710419
WRITE  gpa=0x0000000100218000  ts=4587136715179
WRITE  gpa=0x0000000103b4c000  ts=4587136730298
WRITE  gpa=0x0000000143771000  ts=4587162440184
WRITE  gpa=0x0000000112c96000  ts=4587162445184
WRITE  gpa=0x0000000100000000  ts=4587162840092
WRITE  gpa=0x00000001001ce000  ts=4587162842872
