CLOCK_REF  mono_ns=726440480399807  real_ns=1789307723582610042
WRITE  gpa=0x000000027b5ba000  ts=726442914438437
WRITE  gpa=0x00000003c9e50000  ts=726442914444387
WRITE  gpa=0x00000012c830b000  ts=726442914450747
WRITE  gpa=0x00000011ee951000  ts=726442914454887
WRITE  gpa=0x00000012d5bdb000  ts=726442914459257
WRITE  gpa=0x0000002a3397b000  ts=726442914465437
WRITE  gpa=0x0000002a33faa000  ts=726442914469867
WRITE  gpa=0x0000000100db3000  ts=726442914473007
WRITE  gpa=0x000000010ff48000  ts=726442914479217
WRITE  gpa=0x000000011f197000  ts=726442914483337
WRITE  gpa=0x000000011edc5000  ts=726442914487686
WRITE  gpa=0x00000001208a4000  ts=726442914492706
WRITE  gpa=0x00000001208a5000  ts=726442914495276
WRITE  gpa=0x00000001208a6000  ts=726442914498386
WRITE  gpa=0x00000001208a7000  ts=726442914500796
WRITE  gpa=0x00000001208a8000  ts=726442914503686
WRITE  gpa=0x00000001208a9000  ts=726442914506266
WRITE  gpa=0x00000001208aa000  ts=726442914509246
WRITE  gpa=0x00000001208ab000  ts=726442914511886
WRITE  gpa=0x00000001208ac000  ts=726442914514526
WRITE  gpa=0x00000001208ad000  ts=726442914516916
WRITE  gpa=0x00000001208ae000  ts=726442914519306
WRITE  gpa=0x00000001208af000  ts=726442914521866
WRITE  gpa=0x00000001208b0000  ts=726442914524276
WRITE  gpa=0x00000001208b1000  ts=726442914526726
WRITE  gpa=0x00000001208b2000  ts=726442914529616
WRITE  gpa=0x00000001208b3000  ts=726442914532026
WRITE  gpa=0x000000011f0aa000  ts=726442914536066
WRITE  gpa=0x0000000ff3525000  ts=726442914542876
WRITE  gpa=0x00000003cad0d000  ts=726442914547876
WRITE  gpa=0x0000000100040000  ts=726442914552376
WRITE  gpa=0x0000000102251000  ts=726442914555856
WRITE  gpa=0x0000000102252000  ts=726442914558726
WRITE  gpa=0x0000000103b4f000  ts=726442914562586
WRITE  gpa=0x00000001219fa000  ts=726442914567106
WRITE  gpa=0x0000000103b4e000  ts=726442914570186
WRITE  gpa=0x000000011f300000  ts=726442914574246
WRITE  gpa=0x000000011f55c000  ts=726442914579166
WRITE  gpa=0x000000011f2fa000  ts=726442914583455
WRITE  gpa=0x000000011f6ec000  ts=726442914590045
WRITE  gpa=0x000000011f1fd000  ts=726442914596245
WRITE  gpa=0x000000011d006000  ts=726442914600725
WRITE  gpa=0x000000011cb03000  ts=726442914604675
WRITE  gpa=0x00000000c0030000  ts=726442914617145
WRITE  gpa=0x00000000c0031000  ts=726442914628735
WRITE  gpa=0x00000000c0032000  ts=726442914635765
WRITE  gpa=0x00000000c0033000  ts=726442914642035
WRITE  gpa=0x00000000c0034000  ts=726442914647625
WRITE  gpa=0x00000000c0035000  ts=726442914652405
WRITE  gpa=0x00000000c0036000  ts=726442914657295
WRITE  gpa=0x00000000c0037000  ts=726442914662345
WRITE  gpa=0x00000000c0038000  ts=726442914667355
WRITE  gpa=0x00000000c0039000  ts=726442914674115
WRITE  gpa=0x00000000c003a000  ts=726442914682744
WRITE  gpa=0x00000000c003b000  ts=726442914688094
WRITE  gpa=0x00000000c003c000  ts=726442914696644
WRITE  gpa=0x00000000c003d000  ts=726442914701514
WRITE  gpa=0x00000000c003e000  ts=726442914706524
WRITE  gpa=0x00000000c003f000  ts=726442914711344
WRITE  gpa=0x0000000100326000  ts=726442914717824
WRITE  gpa=0x0000003f7fc1e000  ts=726442914720934
WRITE  gpa=0x0000000100db1000  ts=726443326968197
WRITE  gpa=0x000000011eee4000  ts=726443327736069
WRITE  gpa=0x0000002a33815000  ts=726443327739939
WRITE  gpa=0x0000002a33816000  ts=726443327742579
WRITE  gpa=0x0000002a34401000  ts=726443327745979
WRITE  gpa=0x000000011f2b8000  ts=726443327749339
WRITE  gpa=0x000000011ef76000  ts=726443327752839
WRITE  gpa=0x0000000100000000  ts=726443327755659
WRITE  gpa=0x00000001001ce000  ts=726443327759229
WRITE  gpa=0x00000001001cf000  ts=726443327762089
WRITE  gpa=0x0000000100040000  ts=726443327765609
WRITE  gpa=0x0000000102251000  ts=726443327768569
WRITE  gpa=0x0000000102252000  ts=726443327771339
WRITE  gpa=0x0000000103b50000  ts=726443327773839
WRITE  gpa=0x0000002a34405000  ts=726443327776609
WRITE  gpa=0x0000002a3440b000  ts=726443327778819
WRITE  gpa=0x0000002a3440c000  ts=726443327781349
WRITE  gpa=0x0000003f7fc20000  ts=726443327784129
WRITE  gpa=0x0000003f7fc05000  ts=726443327787379
WRITE  gpa=0x000000011ee32000  ts=726443327790549
WRITE  gpa=0x000000011f2b9000  ts=726443327793519
WRITE  gpa=0x000000011ee36000  ts=726443327796099
WRITE  gpa=0x0000003f7fc33000  ts=726443327799429
WRITE  gpa=0x0000003f7fc15000  ts=726443327802709
WRITE  gpa=0x0000003f7fc1f000  ts=726443327806769
WRITE  gpa=0x0000003f7fc32000  ts=726443327809479
WRITE  gpa=0x0000002a3440d000  ts=726443327812119
WRITE  gpa=0x0000002a3440e000  ts=726443327814339
WRITE  gpa=0x0000002a3381c000  ts=726443327817129
WRITE  gpa=0x0000000114d6a000  ts=726443327823929
WRITE  gpa=0x000000011ef6b000  ts=726443327828399
WRITE  gpa=0x0000002a33817000  ts=726443327831338
WRITE  gpa=0x0000000100db3000  ts=726443327833848
WRITE  gpa=0x000000011ec73000  ts=726443327837148
WRITE  gpa=0x000000011ed67000  ts=726443327841648
WRITE  gpa=0x0000003f7fc31000  ts=726443327844808
WRITE  gpa=0x0000003f7fc2f000  ts=726443327847488
WRITE  gpa=0x0000003f7fc36000  ts=726443327850568
WRITE  gpa=0x000000010027a000  ts=726443327854078
WRITE  gpa=0x0000000100279000  ts=726443327856778
WRITE  gpa=0x000000011ee33000  ts=726443327859948
WRITE  gpa=0x0000002a3381b000  ts=726443327864188
WRITE  gpa=0x0000003f7fc2e000  ts=726443327867378
WRITE  gpa=0x0000003f7fc22000  ts=726443327872658
WRITE  gpa=0x00000001001d0000  ts=726443327875038
WRITE  gpa=0x0000003f7fc23000  ts=726443327877618
WRITE  gpa=0x0000000103b11000  ts=726443327880378
WRITE  gpa=0x00000001034de000  ts=726443327883548
WRITE  gpa=0x0000002a33be3000  ts=726443327886648
WRITE  gpa=0x0000002a33807000  ts=726443327889068
WRITE  gpa=0x0000002a33fd5000  ts=726443327892038
WRITE  gpa=0x0000002a33fd3000  ts=726443327894778
WRITE  gpa=0x000000011ee34000  ts=726443327897308
WRITE  gpa=0x0000002a33c0c000  ts=726443327899818
WRITE  gpa=0x0000002a339d0000  ts=726443327902888
WRITE  gpa=0x0000003f7fc2d000  ts=726443327906788
WRITE  gpa=0x000000011eecf000  ts=726443327915368
WRITE  gpa=0x000000011f2b7000  ts=726443327918758
WRITE  gpa=0x000000011f15f000  ts=726443327922358
WRITE  gpa=0x000000011ed07000  ts=726443327926477
WRITE  gpa=0x0000002a34407000  ts=726443327930347
WRITE  gpa=0x00000003d6b28000  ts=726443327934337
WRITE  gpa=0x0000000ff36ce000  ts=726443327937917
WRITE  gpa=0x00000003cb11e000  ts=726443327941927
WRITE  gpa=0x0000003f736cc000  ts=726443327947047
WRITE  gpa=0x000000011ed06000  ts=726443327952347
WRITE  gpa=0x000000011ee9b000  ts=726443327955657
WRITE  gpa=0x0000003f7fc30000  ts=726443327959137
WRITE  gpa=0x00000003cf5b8000  ts=726443327962617
WRITE  gpa=0x00000012c8fe6000  ts=726443327966187
WRITE  gpa=0x00000012c8fe3000  ts=726443327969337
WRITE  gpa=0x00000011ee919000  ts=726443327973007
WRITE  gpa=0x00000003cc4a4000  ts=726443327976447
WRITE  gpa=0x00000011ee9ea000  ts=726443327980387
WRITE  gpa=0x0000003f8d0c4000  ts=726443327984637
WRITE  gpa=0x000000010b22d000  ts=726443327994157
WRITE  gpa=0x0000003f7fc3b000  ts=726443327997367
WRITE  gpa=0x00000003cdebe000  ts=726443328002987
WRITE  gpa=0x00000003ca42b000  ts=726443328007817
WRITE  gpa=0x0000001076e73000  ts=726443328013187
WRITE  gpa=0x00000003cc4bd000  ts=726443328016337
WRITE  gpa=0x000000011ee4f000  ts=726443328020447
WRITE  gpa=0x0000000117cb5000  ts=726443328024346
WRITE  gpa=0x000000010b22e000  ts=726443328029596
WRITE  gpa=0x0000002a3415e000  ts=726443328036086
WRITE  gpa=0x000000011cb77000  ts=726443328040256
WRITE  gpa=0x0000000117598000  ts=726443328043736
WRITE  gpa=0x0000000103b4e000  ts=726443328046406
WRITE  gpa=0x0000000104e3f000  ts=726443328050336
WRITE  gpa=0x00000001069ea000  ts=726443328053486
WRITE  gpa=0x00000011e94f2000  ts=726443328058746
WRITE  gpa=0x0000000122dfb000  ts=726443328062786
WRITE  gpa=0x00000001148c3000  ts=726443328066776
WRITE  gpa=0x0000001031425000  ts=726443328071146
WRITE  gpa=0x0000000d79e76000  ts=726443328075216
WRITE  gpa=0x0000000122964000  ts=726443328079866
WRITE  gpa=0x000000103145a000  ts=726443328084756
WRITE  gpa=0x0000000113819000  ts=726443328087796
WRITE  gpa=0x00000001219fa000  ts=726443328091286
WRITE  gpa=0x00000001138ca000  ts=726443328094316
WRITE  gpa=0x000000011f300000  ts=726443328097626
WRITE  gpa=0x000000011ee7e000  ts=726443328100626
WRITE  gpa=0x00000001029bc000  ts=726443328104226
WRITE  gpa=0x0000000103872000  ts=726443328108106
WRITE  gpa=0x0000000102972000  ts=726443328113036
WRITE  gpa=0x0000000100285000  ts=726443328116706
WRITE  gpa=0x0000000100284000  ts=726443328119345
WRITE  gpa=0x0000002a33803000  ts=726443328122315
WRITE  gpa=0x00000001029e6000  ts=726443328126095
WRITE  gpa=0x0000000120861000  ts=726443328129455
WRITE  gpa=0x0000000120b74000  ts=726443328132365
WRITE  gpa=0x0000003f7fc00000  ts=726443328140025
WRITE  gpa=0x0000000100214000  ts=726443328143385
WRITE  gpa=0x0000003f7fc0b000  ts=726443328146055
WRITE  gpa=0x00000001001da000  ts=726443328148855
WRITE  gpa=0x0000002a33ae3000  ts=726443328153145
WRITE  gpa=0x00000001002cd000  ts=726443328159245
WRITE  gpa=0x000000011ee31000  ts=726443328162465
WRITE  gpa=0x000000010004f000  ts=726443328165125
WRITE  gpa=0x0000000100123000  ts=726443328168225
WRITE  gpa=0x00000012c7c54000  ts=726443328171235
WRITE  gpa=0x00000012c998f000  ts=726443328174365
WRITE  gpa=0x00000012c998e000  ts=726443328176845
WRITE  gpa=0x0000001031ac7000  ts=726443328179425
WRITE  gpa=0x000000036b5cb000  ts=726443328184185
WRITE  gpa=0x000000037ee9b000  ts=726443328189085
WRITE  gpa=0x000000037ef18000  ts=726443328192995
WRITE  gpa=0x00000003cb3ff000  ts=726443328196015
WRITE  gpa=0x0000000100325000  ts=726443328199235
WRITE  gpa=0x0000000100324000  ts=726443328201995
WRITE  gpa=0x00000003cc410000  ts=726443328204665
WRITE  gpa=0x0000003f7fc21000  ts=726443328208295
WRITE  gpa=0x0000000100286000  ts=726443328212045
WRITE  gpa=0x000000027b5ba000  ts=726443328215004
WRITE  gpa=0x00000003c9e50000  ts=726443328220384
WRITE  gpa=0x00000012c830b000  ts=726443328231694
WRITE  gpa=0x00000011ee951000  ts=726443328234504
WRITE  gpa=0x00000012d5bdb000  ts=726443328237494
WRITE  gpa=0x0000002a3397b000  ts=726443328241124
WRITE  gpa=0x0000002a33faa000  ts=726443328244104
WRITE  gpa=0x000000010438c000  ts=726443328247274
WRITE  gpa=0x000000010fe05000  ts=726443328251174
WRITE  gpa=0x000000010ff48000  ts=726443328254284
WRITE  gpa=0x000000011f197000  ts=726443328257424
WRITE  gpa=0x000000010b230000  ts=726443328260064
WRITE  gpa=0x000000011edc5000  ts=726443328262914
WRITE  gpa=0x00000001208a4000  ts=726443328266124
WRITE  gpa=0x00000001208a5000  ts=726443328268584
WRITE  gpa=0x00000001208a6000  ts=726443328270934
WRITE  gpa=0x00000001208a7000  ts=726443328273254
WRITE  gpa=0x00000001208a8000  ts=726443328275544
WRITE  gpa=0x00000001208a9000  ts=726443328277844
WRITE  gpa=0x00000001208aa000  ts=726443328280234
WRITE  gpa=0x00000001208ab000  ts=726443328282514
WRITE  gpa=0x00000001208ac000  ts=726443328284984
WRITE  gpa=0x00000001208ad000  ts=726443328287274
WRITE  gpa=0x00000001208ae000  ts=726443328289554
WRITE  gpa=0x00000001208af000  ts=726443328291834
WRITE  gpa=0x00000001208b0000  ts=726443328294124
WRITE  gpa=0x00000001208b1000  ts=726443328296514
WRITE  gpa=0x00000001208b2000  ts=726443328298914
WRITE  gpa=0x00000001208b3000  ts=726443328301154
WRITE  gpa=0x000000011f0aa000  ts=726443328303844
WRITE  gpa=0x000000012085a000  ts=726443328308124
WRITE  gpa=0x0000000ff3525000  ts=726443328310943
WRITE  gpa=0x00000003cad0d000  ts=726443328313963
WRITE  gpa=0x0000000d7a650000  ts=726443328318243
WRITE  gpa=0x0000000100db4000  ts=726443328321963
WRITE  gpa=0x000000011f55a000  ts=726443328325163
WRITE  gpa=0x000000011f6ec000  ts=726443328328553
WRITE  gpa=0x000000011f1fd000  ts=726443328331503
WRITE  gpa=0x000000011d006000  ts=726443328334893
WRITE  gpa=0x000000011cb03000  ts=726443328338013
WRITE  gpa=0x00000000c0030000  ts=726443328341853
WRITE  gpa=0x00000000c0031000  ts=726443328347073
WRITE  gpa=0x00000000c0032000  ts=726443328351683
WRITE  gpa=0x00000000c0033000  ts=726443328356293
WRITE  gpa=0x00000000c0034000  ts=726443328360903
WRITE  gpa=0x00000000c0035000  ts=726443328365503
WRITE  gpa=0x00000000c0036000  ts=726443328370073
WRITE  gpa=0x00000000c0037000  ts=726443328374653
WRITE  gpa=0x00000000c0038000  ts=726443328379223
WRITE  gpa=0x00000000c0039000  ts=726443328383853
WRITE  gpa=0x00000000c003a000  ts=726443328388523
WRITE  gpa=0x00000000c003b000  ts=726443328393253
WRITE  gpa=0x00000000c003c000  ts=726443328397863
WRITE  gpa=0x00000000c003d000  ts=726443328402593
WRITE  gpa=0x00000000c003e000  ts=726443328407192
WRITE  gpa=0x00000000c003f000  ts=726443328411892
WRITE  gpa=0x000000011f343000  ts=726443328418452
WRITE  gpa=0x000000011f340000  ts=726443328421332
WRITE  gpa=0x00000003cdd62000  ts=726443328425172
WRITE  gpa=0x0000000100326000  ts=726443328429682
WRITE  gpa=0x00000003cf036000  ts=726443328433782
WRITE  gpa=0x00000003cf4fb000  ts=726443328437702
WRITE  gpa=0x00000003b22eb000  ts=726443328442462
WRITE  gpa=0x000000027b703000  ts=726443328447612
WRITE  gpa=0x000000028b8fd000  ts=726443328453362
WRITE  gpa=0x000000032b317000  ts=726443328458572
WRITE  gpa=0x00000003d69ad000  ts=726443328462872
WRITE  gpa=0x000000119f7cd000  ts=726443328467442
WRITE  gpa=0x000000128c740000  ts=726443328473162
WRITE  gpa=0x00000012d5bd9000  ts=726443328477532
WRITE  gpa=0x00000017e9c1c000  ts=726443328482582
WRITE  gpa=0x000000011edfe000  ts=726443328489242
WRITE  gpa=0x00000011e940b000  ts=726443328492802
WRITE  gpa=0x000000103151b000  ts=726443328496832
WRITE  gpa=0x00000003c9dc9000  ts=726443328501052
WRITE  gpa=0x00000003d01fb000  ts=726443328505601
WRITE  gpa=0x00000003cc080000  ts=726443328509551
WRITE  gpa=0x0000001880e69000  ts=726443328514731
WRITE  gpa=0x00000001148c4000  ts=726443328519831
WRITE  gpa=0x0000003f7fc19000  ts=726443328522261
WRITE  gpa=0x0000003f7fc18000  ts=726443328524891
WRITE  gpa=0x00000012c82a3000  ts=726443328528271
WRITE  gpa=0x0000001031aaf000  ts=726443328533821
WRITE  gpa=0x00000012e6388000  ts=726443328537501
WRITE  gpa=0x00000003cdd22000  ts=726443328543201
WRITE  gpa=0x000000182b743000  ts=726443328549181
WRITE  gpa=0x00000003c9e17000  ts=726443328553911
WRITE  gpa=0x0000003f7fc06000  ts=726443328558231
WRITE  gpa=0x00000011ee90d000  ts=726443328564381
WRITE  gpa=0x000000188bd6f000  ts=726443328571631
WRITE  gpa=0x00000012fc49a000  ts=726443328577841
WRITE  gpa=0x0000001885c89000  ts=726443328582751
WRITE  gpa=0x0000001089371000  ts=726443328588361
WRITE  gpa=0x00000003cb095000  ts=726443328596801
WRITE  gpa=0x00000003b23d9000  ts=726443328601920
WRITE  gpa=0x00000010ad6e8000  ts=726443328606800
WRITE  gpa=0x00000002e12d0000  ts=726443328612330
WRITE  gpa=0x000000011f532000  ts=726443328616060
WRITE  gpa=0x00000003c9e3f000  ts=726443328619070
WRITE  gpa=0x00000003cf5dc000  ts=726443328622270
WRITE  gpa=0x00000003cf530000  ts=726443328625930
WRITE  gpa=0x00000002e4b61000  ts=726443328630300
WRITE  gpa=0x0000003fc936f000  ts=726443328634840
WRITE  gpa=0x0000003fd5aa1000  ts=726443328641300
WRITE  gpa=0x00000015f2840000  ts=726443328648470
WRITE  gpa=0x0000000122dd1000  ts=726443328654960
WRITE  gpa=0x00000003b21df000  ts=726443328659210
WRITE  gpa=0x0000003fddce4000  ts=726443328669330
WRITE  gpa=0x00000017fb926000  ts=726443328676280
WRITE  gpa=0x0000003fc59a7000  ts=726443328683350
WRITE  gpa=0x00000010ad7b2000  ts=726443328692370
WRITE  gpa=0x0000003fde49e000  ts=726443328697699
WRITE  gpa=0x000000181a797000  ts=726443328704769
WRITE  gpa=0x00000011bab25000  ts=726443328711689
WRITE  gpa=0x00000003ce6b4000  ts=726443328716719
WRITE  gpa=0x000000119f2f8000  ts=726443328720929
WRITE  gpa=0x000000183e2df000  ts=726443328728059
WRITE  gpa=0x000000183e21d000  ts=726443328736699
WRITE  gpa=0x00000010a9899000  ts=726443328741839
WRITE  gpa=0x0000003fccc45000  ts=726443328750199
WRITE  gpa=0x00000013b9144000  ts=726443328757339
WRITE  gpa=0x0000003fdd3c1000  ts=726443328762849
WRITE  gpa=0x00000017d7053000  ts=726443328769629
WRITE  gpa=0x0000000102917000  ts=726443328782699
WRITE  gpa=0x0000000100db0000  ts=726443328787129
WRITE  gpa=0x0000003f7fc37000  ts=726443328791209
WRITE  gpa=0x0000003fbdad0000  ts=726443328795748
WRITE  gpa=0x0000003f8964b000  ts=726443328802148
WRITE  gpa=0x000000036b5ee000  ts=726443328807018
WRITE  gpa=0x00000003cd013000  ts=726443328810858
WRITE  gpa=0x00000002e12c4000  ts=726443328814898
WRITE  gpa=0x0000000102e11000  ts=726443328818878
WRITE  gpa=0x00000003d0ede000  ts=726443328823068
WRITE  gpa=0x00000003b21f7000  ts=726443328825978
WRITE  gpa=0x00000003d06e1000  ts=726443328829508
WRITE  gpa=0x00000003b2112000  ts=726443328832958
WRITE  gpa=0x000000010b222000  ts=726443328835778
WRITE  gpa=0x00000001079fa000  ts=726443328839308
WRITE  gpa=0x0000000100260000  ts=726443328841908
WRITE  gpa=0x0000000119e3a000  ts=726443328845668
WRITE  gpa=0x0000000122e18000  ts=726443328848508
WRITE  gpa=0x00000011c5ac1000  ts=726443328853678
WRITE  gpa=0x00000011c5be2000  ts=726443328858138
WRITE  gpa=0x00000001148ca000  ts=726443328861588
WRITE  gpa=0x00000001148c9000  ts=726443328864118
WRITE  gpa=0x00000011ee80d000  ts=726443328868908
WRITE  gpa=0x0000003f7fc3a000  ts=726443328871988
WRITE  gpa=0x00000017c562e000  ts=726443328876978
WRITE  gpa=0x000000011f341000  ts=726443328884278
WRITE  gpa=0x000000037ec90000  ts=726443328887918
WRITE  gpa=0x0000001888fed000  ts=726443328894687
WRITE  gpa=0x00000010ad7b3000  ts=726443328899047
WRITE  gpa=0x000000104adc4000  ts=726443328903347
WRITE  gpa=0x00000004ff041000  ts=726443328908697
WRITE  gpa=0x00000015d9463000  ts=726443328915357
WRITE  gpa=0x00000003b09db000  ts=726443328921727
WRITE  gpa=0x00000011e9721000  ts=726443328925887
WRITE  gpa=0x0000001075b4b000  ts=726443328931367
WRITE  gpa=0x00000003ca425000  ts=726443328935907
WRITE  gpa=0x00000002e4508000  ts=726443328939937
WRITE  gpa=0x0000001888fe0000  ts=726443328943747
WRITE  gpa=0x00000001175c3000  ts=726443328948027
WRITE  gpa=0x000000038652c000  ts=726443328952857
WRITE  gpa=0x00000012e4215000  ts=726443328957747
WRITE  gpa=0x00000012d5b33000  ts=726443328964677
WRITE  gpa=0x00000010438b1000  ts=726443328970357
WRITE  gpa=0x000000104ebf4000  ts=726443328976087
WRITE  gpa=0x00000003d079b000  ts=726443328982637
WRITE  gpa=0x00000002c8c61000  ts=726443328987846
WRITE  gpa=0x00000013afe48000  ts=726443328994146
WRITE  gpa=0x00000002908d3000  ts=726443328998456
WRITE  gpa=0x0000001847bbf000  ts=726443329003666
WRITE  gpa=0x00000012cbdd9000  ts=726443329009696
WRITE  gpa=0x000000101a192000  ts=726443329014896
