The image processor of type `Qwen2VLImageProcessor` is now loaded as a fast processor by default, even if the model checkpoint was saved with a slow processor. This is a breaking change and may produce slightly different outputs. To continue using the slow processor, instantiate this class with `use_fast=False`. Note that this behavior will be extended to all models in a future release.
[TS] batch0/input: write_done_realtime_ns=1787628750899236173
[GPA] batch0/input/input_ids: GPA=0x33f163000
[GPA_FULL] batch0/input/input_ids: bytes=5200 pages=2 mapped=2 runs=1
[GPA_RUN] batch0/input/input_ids: 0x33f163000 len=2
[GPA_RUN] batch0/input/pixel_values: 0x2eb75d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x381064000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x357b59000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x321fb7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x367789000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x20595c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2fcd09000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x150bd2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x17066f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2f096b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3185ab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x340170000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19fcb8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3563ce000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3837fc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34670c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35b82b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x316f7b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32781c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c71af000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d0740000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x390511000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x18342f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4f10000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f5a65000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x350ee6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c0cc0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x366402000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x338738000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7b56000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x310476000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33c795000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3107b5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f0c34000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x20590a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x350ede000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x338b11000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d1de000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1a2c30000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d77a0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a0af0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x15c056000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33c5ff000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34d079000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33c14c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31bf47000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b79b8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d7572000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3453c0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bf1d7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bc8a7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d1ad000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d1a1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b9aaa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x14041e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35723c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3393ed000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1a2486000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x314b71000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bd3ae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x350ee2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33b7b3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x311ebf000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x359329000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x357170000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x359575000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a0409000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1dbca0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x350ed8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1d2663000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x306174000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x313fee000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354be5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c1e78000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f043b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d28a9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x339695000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x364d2b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x323e9f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x348968000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x317c80000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3660dc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3948b4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c9d69000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bed00000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f69d0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35319c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d0fae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c6f6d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30eaca000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31c318000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c658f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c8f65000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c8f3b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31005d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a0457000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30ed4b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c63ce000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3cb8cd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a0a7b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c6aaf000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d1800000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3468c9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1fae0e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c58000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355a1f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bf450000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d3119000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x365676000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33e4e9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1e2890000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d50d5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x381f72000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b9b18000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30eaaa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7ab4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205509000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3836af000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x359313000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d1008000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x366c5a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e811000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3ba3ab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3836dd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1b8369000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c616000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3316e4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f6996000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36569e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39faab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39121f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d0d74000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35bcda000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c9ae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3ca32d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x383177000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34cedb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d45c9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d1000000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x319d19000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x312827000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33c1fe000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bfba3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x369080000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d7800000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c5e08000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39bd96000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c8c82000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34d019000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c565000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3575e0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35b4df000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3690a6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3074b3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x16232c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x365a90000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36607c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30eaa4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c9e7b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205d97000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ebab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1fb802000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7ef8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b974c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2f7dc1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x352083000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x38419d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c04db000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f69d2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d446d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7894000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36fe77000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e80c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2f53d3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33c0c4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x353bb8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3243d0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382e46000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x370aac000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a94e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3400fe000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39f6a3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x301c1e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c0742000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2f757c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3584d2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x312d9c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1ff208000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c5cf000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c5e63000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x350e94000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x13d18f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33f2f3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x323ea2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c92d6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c6d07000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x370e9d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d287b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a0402000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205efa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d353000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4151000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d2ed000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32bc11000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x358ed6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3157ad000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b9e3d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3294dc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c3591000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d3b94000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2faf61000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e05a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c876c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32f7d7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3133e5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a0a1d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x330f32000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d2831000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1ce4f1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1c18e9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32d42a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d209000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bc153000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a218a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c9db6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1f9002000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x369295000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f637000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31c322000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c68fc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354672000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205516000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c6c87000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3dafeb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c9dbb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1aa850000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c7fe0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31c5fd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d77d3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7816000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3ca2cd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32bce0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f65b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34625a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3905ea000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31d862000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x329c5d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315ef2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x150bda000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x164d7f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x312f72000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x346260000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36609c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3193ed000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3530a4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bad2f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c8c90000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x314a7e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3676c8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bb45c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bc583000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x365312000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e44d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e86a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3564e0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3062a3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31788e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x311af1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b8860000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3656d0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2f6eb6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b8a36000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7899000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31789b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c747e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32acef000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b988d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c7187000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3bfab4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d3920000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d0675000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1fa9d7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34670b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35bcc3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30911d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e449000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d3101000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33e3b0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b788f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35b43d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x340174000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2f2c4f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1ac063000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c0671000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x38e3b6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3ca3bd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e873000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d28cc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c1f27000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d7336000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4214000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7add000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3c7a78000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x2efb3e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x190bff000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x312d86000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x356cbc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3376f4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1bd680000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3b7c54000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d1330000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e791000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x1cdef8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d5ae5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x301d5a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3588a3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x330d0a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3da20e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d455a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x13f915000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x310094000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d5a06000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382e96000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31ca8a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x33ea10000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x16e5c1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30ead0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355849000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31b55c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36646a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30898e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36ba47000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e696000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e695000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e694000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e693000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e692000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e691000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e690000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e68f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e68e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e68d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e68c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e68b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e68a000 len=1
