The image processor of type `Qwen2VLImageProcessor` is now loaded as a fast processor by default, even if the model checkpoint was saved with a slow processor. This is a breaking change and may produce slightly different outputs. To continue using the slow processor, instantiate this class with `use_fast=False`. Note that this behavior will be extended to all models in a future release.
[TS] batch0/input: write_done_realtime_ns=1787641925771829110
[GPA] batch0/input/input_ids: GPA=0x1990f2000
[GPA_FULL] batch0/input/input_ids: bytes=3672 pages=2 mapped=2 runs=1
[GPA_RUN] batch0/input/input_ids: 0x1990f2000 len=2
[GPA_RUN] batch0/input/pixel_values: 0x19d24a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d252000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d259000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d261000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d268000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d270000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d278000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d27f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d197000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d1bd000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d1c4000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d1cc000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d1d3000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d1db000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d1e2000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d1ea000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d1f1000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d1f9000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d200000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d208000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d20f000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d217000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d21e000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d226000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d22d000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d235000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d23c000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d244000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d24b000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d253000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d25a000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d262000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d269000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d271000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d279000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d280000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d288000 len=74
[GPA_RUN] batch0/input/pixel_values: 0x19d2d8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d2e0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d2e7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d2ef000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d2f6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d2fe000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d305000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d30d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d314000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d31c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d323000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d32b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d332000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d33a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d341000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d349000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d350000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d358000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d35f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d367000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d36e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d376000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d37d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d385000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d38c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d394000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d39b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3a3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3aa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3b2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3b9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3c1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3c8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3d0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3d7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3df000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3e6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3ee000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3f5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d3fd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d404000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d40c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d413000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d41b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d422000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d42a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d431000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d439000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d440000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d448000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d44f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d457000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d45e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d287000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d2d2000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d2d9000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d2e1000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d2e8000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d2f0000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d2f7000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d2ff000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d306000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d30e000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d315000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d31d000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d324000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d32c000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d333000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d33b000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d342000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d34a000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d351000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d359000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d360000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d368000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d36f000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d377000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d37e000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d386000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d38d000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d395000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d39c000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3a4000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d3ab000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3b3000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d3ba000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3c2000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d3c9000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3d1000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d3d8000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3e0000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d3e7000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3ef000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d3f6000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d3fe000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d405000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d40d000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d414000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d41c000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d423000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d42b000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d432000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d43a000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d441000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d449000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d450000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d458000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d45f000 len=8
[GPA_RUN] batch0/input/pixel_values: 0x19d468000 len=148
[GPA_RUN] batch0/input/pixel_values: 0x19d502000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d509000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d511000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d518000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d520000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d527000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d52f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d536000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d53e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d545000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d54d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d554000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d55c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d563000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d56b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d572000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d57a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d581000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d589000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d590000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d598000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d59f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5a7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5ae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5b6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5bd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5c5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5cc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5d4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5db000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5e3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5ea000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5f2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d5f9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d601000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d608000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d610000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d617000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d61f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d626000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d62e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d635000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d63d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d644000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d64c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d653000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d65b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d662000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d66a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d671000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d679000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d680000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d688000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d68f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d697000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d69e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6a6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6ad000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6b5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6bc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6c4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6cb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6d3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6da000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6e2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6ea000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6f1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d6f9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d700000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d708000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d70f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d717000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d71e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d726000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d72d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d735000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d73c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d744000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d74b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d753000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d75a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d762000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d769000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d771000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d778000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d780000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d787000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d78f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d796000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d79e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7a5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7ad000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7b4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7bc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7c3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7cb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7d2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7da000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7e1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7e9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7f0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7f8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d7ff000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d807000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d80e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d816000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d81d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d467000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19d4fc000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d503000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d50a000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d512000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d519000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d521000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d528000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d530000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d537000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d53f000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d546000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d54e000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d555000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d55d000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d564000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d56c000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d573000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d57b000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d582000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d58a000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d591000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d599000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5a0000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d5a8000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5af000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d5b7000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5be000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d5c6000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5cd000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d5d5000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5dc000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d5e4000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5eb000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d5f3000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d5fa000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d602000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d609000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d611000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d618000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d620000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d627000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d62f000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d636000 len=7
[GPA_RUN] batch0/input/pixel_values: 0x19d63e000 len=6
[GPA_RUN] batch0/input/pixel_values: 0x19d645000 len=7
