The image processor of type `Qwen2VLImageProcessor` is now loaded as a fast processor by default, even if the model checkpoint was saved with a slow processor. This is a breaking change and may produce slightly different outputs. To continue using the slow processor, instantiate this class with `use_fast=False`. Note that this behavior will be extended to all models in a future release.
[TS] batch0/input: write_done_realtime_ns=1787628882252964708
[GPA] batch0/input/input_ids: GPA=0x34986f000
[GPA_FULL] batch0/input/input_ids: bytes=2960 pages=2 mapped=2 runs=1
[GPA_RUN] batch0/input/input_ids: 0x34986f000 len=2
[GPA_RUN] batch0/input/pixel_values: 0x1bfb9f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5c3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5c6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5ca000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5cd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5d1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5d4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5d8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5db000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39d5df000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06e2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06e6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06e9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06ed000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06f0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06f4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06f7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06fb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3a06fe000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e922000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e925000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e929000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e92c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e930000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e933000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e937000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e93a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35e93e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c61000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c65000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c68000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c6c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c6f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c73000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c76000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c7a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x368c7d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec61000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec64000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec68000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec6b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec6f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec72000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec76000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec79000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x19ec7d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d6760000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d6764000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d6767000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d676b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d676e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d6772000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d6775000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d6779000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d677c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205580000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205583000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205587000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x20558a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x20558e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205591000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205595000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x205598000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x20559c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x20559f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x317343000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x317346000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31734a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31734d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x317351000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x317354000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x317358000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31735b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x31735f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c02000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c06000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c09000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c0d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c10000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c14000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c17000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c1b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355c1e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493e2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493e5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493e9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493ec000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493f0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493f3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493f7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493fa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3493fe000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c21000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c25000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c28000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c2c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c2f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c33000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c36000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c3a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4c3d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25c1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25c4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25c8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25cb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25cf000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25d2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25d6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25d9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25dd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4a0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4a4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4a7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4ab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4ae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4b2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4b5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4b9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x30e4bc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9a0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9a3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9a7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9aa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9ae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9b1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9b5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9b8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9bc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x36f9bf000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d03000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d06000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d0a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d0d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d11000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d14000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d18000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d1b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x355d1f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fa2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fa6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fa9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fad000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fb0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fb4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fb7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fbb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x354fbe000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a522000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a525000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a529000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a52c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a530000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a533000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a537000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a53a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32a53e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x356361000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x356365000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x356368000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35636c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35636f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x356373000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x356376000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35637a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35637d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315ea1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315ea4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315ea8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315eab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315eaf000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315eb2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315eb6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315eb9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315ebd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171c0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171c4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171c7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171cb000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171ce000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171d2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171d5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171d9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3171dc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7e0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7e3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7e7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7ea000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7ee000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7f1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7f5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7f8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7fc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34b7ff000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f83000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f86000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f8a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f8d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f91000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f94000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f98000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f9b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x315f9f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e342000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e346000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e349000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e34d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e350000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e354000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e357000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e35b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x39e35e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33a2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33a5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33a9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33ac000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33b0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33b3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33b7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33ba000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d33be000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a61000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a65000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a68000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a6c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a6f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a73000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a76000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a7a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x331a7d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25a1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25a4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25a8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25ab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25af000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25b2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25b6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25b9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d25bd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382520000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382524000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382527000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x38252b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x38252e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382532000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382535000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x382539000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x38253c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aae0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aae3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aae7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aaea000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aaee000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aaf1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aaf5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aaf8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aafc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x35aaff000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x346643000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x346646000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34664a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34664d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x346651000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x346654000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x346658000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34665b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34665f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c762000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c766000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c769000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c76d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c770000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c774000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c777000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c77b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34c77e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eec2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eec5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eec9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eecc000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eed0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eed3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eed7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eeda000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34eede000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x349801000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x349805000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x349808000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34980c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34980f000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x349813000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x349816000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34981a000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x34981d000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8a1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8a4000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8a8000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8ab000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8af000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8b2000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8b6000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8b9000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x32e8bd000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4700000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4704000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4707000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d470b000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d470e000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4712000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4715000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d4719000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3d471c000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154a0000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154a3000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154a7000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154aa000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154ae000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154b1000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154b5000 len=1
[GPA_RUN] batch0/input/pixel_values: 0x3154b8000 len=1
