CLOCK_REF  mono_ns=733036711008304  real_ns=1789314319813218549
WRITE  gpa=0x000000010946c000  ts=733038105464931
WRITE  gpa=0x00000001091e7000  ts=733038105468751
WRITE  gpa=0x000000010e67d000  ts=733038105475951
WRITE  gpa=0x0000000116fc8000  ts=733038105479441
WRITE  gpa=0x000000010bbb3000  ts=733038105483931
WRITE  gpa=0x0000000109607000  ts=733038105510131
WRITE  gpa=0x0000000120869000  ts=733038105531981
WRITE  gpa=0x0000000116fd9000  ts=733038105535560
WRITE  gpa=0x00000001092ce000  ts=733038105539650
WRITE  gpa=0x0000000108a09000  ts=733038105543550
WRITE  gpa=0x0000000108883000  ts=733038105546550
WRITE  gpa=0x00000001092f1000  ts=733038105549390
WRITE  gpa=0x0000000117905000  ts=733038105552650
WRITE  gpa=0x0000003f7fc21000  ts=733038105558440
WRITE  gpa=0x000000244c15e000  ts=733038105561920
WRITE  gpa=0x000000244ba29000  ts=733038105566200
WRITE  gpa=0x000000244ba0c000  ts=733038105570270
WRITE  gpa=0x000000010917c000  ts=733038105574720
WRITE  gpa=0x0000003f7fc00000  ts=733038105582920
WRITE  gpa=0x0000003f7fc0b000  ts=733038105585400
WRITE  gpa=0x0000000100324000  ts=733038105592360
WRITE  gpa=0x0000000100d71000  ts=733038105594730
WRITE  gpa=0x0000000100d87000  ts=733038105598390
WRITE  gpa=0x000000011f0b1000  ts=733038105601520
WRITE  gpa=0x000000011f58c000  ts=733038105605230
WRITE  gpa=0x000000011f7ea000  ts=733038105608720
WRITE  gpa=0x000000011f7e9000  ts=733038105611820
WRITE  gpa=0x000000244b97b000  ts=733038105615700
WRITE  gpa=0x000000244bfaa000  ts=733038105618910
WRITE  gpa=0x0000000121e63000  ts=733038105622980
WRITE  gpa=0x0000000121df6000  ts=733038105626050
WRITE  gpa=0x000000011f196000  ts=733038105629650
WRITE  gpa=0x000000011ecf6000  ts=733038105632859
WRITE  gpa=0x00000001223d9000  ts=733038105636649
WRITE  gpa=0x0000000122109000  ts=733038105640129
WRITE  gpa=0x000000012210a000  ts=733038105642809
WRITE  gpa=0x000000012210b000  ts=733038105645379
WRITE  gpa=0x000000012210c000  ts=733038105648029
WRITE  gpa=0x000000012210d000  ts=733038105650589
WRITE  gpa=0x000000012210e000  ts=733038105653089
WRITE  gpa=0x000000012210f000  ts=733038105655509
WRITE  gpa=0x0000000122110000  ts=733038105657809
WRITE  gpa=0x0000000122111000  ts=733038105660449
WRITE  gpa=0x0000000122112000  ts=733038105662749
WRITE  gpa=0x0000000122113000  ts=733038105665069
WRITE  gpa=0x0000000122114000  ts=733038105667889
WRITE  gpa=0x0000000122115000  ts=733038105670469
WRITE  gpa=0x0000000122116000  ts=733038105672829
WRITE  gpa=0x0000000122117000  ts=733038105675149
WRITE  gpa=0x0000000122118000  ts=733038105677449
WRITE  gpa=0x000000011f0ab000  ts=733038105680199
WRITE  gpa=0x000000244c0f8000  ts=733038105685259
WRITE  gpa=0x000000244bfd6000  ts=733038105688549
WRITE  gpa=0x0000000103b4c000  ts=733038105691219
WRITE  gpa=0x0000000122e83000  ts=733038105693759
WRITE  gpa=0x0000000122e8c000  ts=733038105696689
WRITE  gpa=0x0000000100262000  ts=733038105699859
WRITE  gpa=0x0000000103b4b000  ts=733038105704489
WRITE  gpa=0x0000000100111000  ts=733038105707519
WRITE  gpa=0x0000000100291000  ts=733038105710589
WRITE  gpa=0x00000001086ca000  ts=733038105715089
WRITE  gpa=0x0000000108735000  ts=733038105719549
WRITE  gpa=0x000000011f590000  ts=733038105722929
WRITE  gpa=0x0000000109f7c000  ts=733038105726869
WRITE  gpa=0x0000000122bc9000  ts=733038105730328
WRITE  gpa=0x0000000109f71000  ts=733038105733278
WRITE  gpa=0x000000012767c000  ts=733038105736698
WRITE  gpa=0x0000000122e8a000  ts=733038105739938
WRITE  gpa=0x000000010bbc5000  ts=733038105743928
WRITE  gpa=0x0000000119610000  ts=733038105747728
WRITE  gpa=0x0000000100112000  ts=733038105750768
WRITE  gpa=0x0000000109731000  ts=733038105754958
WRITE  gpa=0x0000000108690000  ts=733038105758478
WRITE  gpa=0x00000001091a2000  ts=733038105761818
WRITE  gpa=0x000000010a0c6000  ts=733038105765868
WRITE  gpa=0x000000010a449000  ts=733038105770408
WRITE  gpa=0x0000000117cb7000  ts=733038105773288
WRITE  gpa=0x000000010a448000  ts=733038105776038
WRITE  gpa=0x0000000117726000  ts=733038105779118
WRITE  gpa=0x0000000117b0e000  ts=733038105783728
WRITE  gpa=0x000000010a2dc000  ts=733038105788368
WRITE  gpa=0x000000010a38e000  ts=733038105792288
WRITE  gpa=0x0000000117733000  ts=733038105795238
WRITE  gpa=0x000000010a2d1000  ts=733038105797938
WRITE  gpa=0x0000000117720000  ts=733038105800608
WRITE  gpa=0x0000000126573000  ts=733038105804878
WRITE  gpa=0x000000010a84c000  ts=733038105809378
WRITE  gpa=0x000000010a3bf000  ts=733038105814328
WRITE  gpa=0x000000010a2d2000  ts=733038105817338
WRITE  gpa=0x000000010a404000  ts=733038105820488
WRITE  gpa=0x000000010a381000  ts=733038105823838
WRITE  gpa=0x0000000117cb4000  ts=733038105826347
WRITE  gpa=0x000000010a382000  ts=733038105828977
WRITE  gpa=0x0000000117cae000  ts=733038105831287
WRITE  gpa=0x0000000122ebd000  ts=733038105834927
WRITE  gpa=0x00000001096db000  ts=733038105840177
WRITE  gpa=0x000000010a461000  ts=733038105844397
WRITE  gpa=0x00000001181b1000  ts=733038105847637
WRITE  gpa=0x00000001181bc000  ts=733038105850517
WRITE  gpa=0x000000010a409000  ts=733038105853897
WRITE  gpa=0x0000000117426000  ts=733038105856937
WRITE  gpa=0x000000010a379000  ts=733038105861457
WRITE  gpa=0x000000010a380000  ts=733038105864277
WRITE  gpa=0x000000010a40d000  ts=733038105867047
WRITE  gpa=0x0000000109f3d000  ts=733038105870117
WRITE  gpa=0x00000001284e8000  ts=733038105873167
WRITE  gpa=0x000000010a4de000  ts=733038105879977
WRITE  gpa=0x000000010a56c000  ts=733038105882837
WRITE  gpa=0x00000001181b0000  ts=733038105885847
WRITE  gpa=0x00000001181ba000  ts=733038105888377
WRITE  gpa=0x0000000122016000  ts=733038105892497
WRITE  gpa=0x000000010a40c000  ts=733038105896577
WRITE  gpa=0x0000000122044000  ts=733038105899887
WRITE  gpa=0x000000010a33a000  ts=733038105905027
WRITE  gpa=0x000000011f58e000  ts=733038105909967
WRITE  gpa=0x0000000109369000  ts=733038105913237
WRITE  gpa=0x00000001284dd000  ts=733038105916547
WRITE  gpa=0x000000011edd9000  ts=733038105918987
WRITE  gpa=0x00000001088cd000  ts=733038105927806
WRITE  gpa=0x0000000109078000  ts=733038105931016
WRITE  gpa=0x00000001091ac000  ts=733038105934116
WRITE  gpa=0x000000011f574000  ts=733038105937386
WRITE  gpa=0x000000011d03c000  ts=733038105940166
WRITE  gpa=0x0000000108824000  ts=733038105945616
WRITE  gpa=0x000000011f573000  ts=733038105948136
WRITE  gpa=0x000000010a543000  ts=733038105951616
WRITE  gpa=0x00000001284eb000  ts=733038105954286
WRITE  gpa=0x000000010a8a5000  ts=733038105959866
WRITE  gpa=0x0000000122dcf000  ts=733038105963166
WRITE  gpa=0x0000000109c67000  ts=733038105967936
WRITE  gpa=0x0000000122c01000  ts=733038105971816
WRITE  gpa=0x00000001098c9000  ts=733038105975196
WRITE  gpa=0x000000012654c000  ts=733038105978676
WRITE  gpa=0x000000011eec0000  ts=733038105983616
WRITE  gpa=0x0000000108fcf000  ts=733038105987096
WRITE  gpa=0x000000010880a000  ts=733038105992806
WRITE  gpa=0x00000001098bb000  ts=733038105996706
WRITE  gpa=0x0000000108ff5000  ts=733038106000026
WRITE  gpa=0x000000011f578000  ts=733038106003046
WRITE  gpa=0x00000001088b4000  ts=733038106008616
WRITE  gpa=0x000000011f57d000  ts=733038106012696
WRITE  gpa=0x000000011d039000  ts=733038106015686
WRITE  gpa=0x00000001094c0000  ts=733038106022425
WRITE  gpa=0x000000010a51d000  ts=733038106025895
WRITE  gpa=0x000000010b94f000  ts=733038106029625
WRITE  gpa=0x00000001091c0000  ts=733038106033305
WRITE  gpa=0x000000011f579000  ts=733038106036155
WRITE  gpa=0x00000001095e6000  ts=733038106039955
WRITE  gpa=0x000000011f57a000  ts=733038106042735
WRITE  gpa=0x0000000108fe3000  ts=733038106045995
WRITE  gpa=0x00000001090d4000  ts=733038106049485
WRITE  gpa=0x0000000108fd7000  ts=733038106052995
WRITE  gpa=0x000000010912d000  ts=733038106058065
WRITE  gpa=0x000000010903d000  ts=733038106062285
WRITE  gpa=0x00000001091f7000  ts=733038106066295
WRITE  gpa=0x000000011f571000  ts=733038106069785
WRITE  gpa=0x0000000109f69000  ts=733038106073375
WRITE  gpa=0x0000000122bca000  ts=733038106076445
WRITE  gpa=0x000000012767a000  ts=733038106079415
WRITE  gpa=0x000000010bbaa000  ts=733038106083155
WRITE  gpa=0x000000010a53c000  ts=733038106087835
WRITE  gpa=0x0000000118241000  ts=733038106091875
WRITE  gpa=0x0000000109f48000  ts=733038106096545
WRITE  gpa=0x000000011f594000  ts=733038106100105
WRITE  gpa=0x000000011f593000  ts=733038106103015
WRITE  gpa=0x0000000117932000  ts=733038106106405
WRITE  gpa=0x000000011ee69000  ts=733038106111265
WRITE  gpa=0x000000011f595000  ts=733038106115995
WRITE  gpa=0x0000000117cb3000  ts=733038106119274
WRITE  gpa=0x0000000117caa000  ts=733038106122334
WRITE  gpa=0x0000000122ebe000  ts=733038106127334
WRITE  gpa=0x0000000125bea000  ts=733038106132504
WRITE  gpa=0x00000001098d0000  ts=733038106136634
WRITE  gpa=0x0000000125b61000  ts=733038106140624
WRITE  gpa=0x00000001098e4000  ts=733038106143924
WRITE  gpa=0x00000001266a2000  ts=733038106147734
WRITE  gpa=0x000000011eec3000  ts=733038106153264
WRITE  gpa=0x00000001096b5000  ts=733038106159554
WRITE  gpa=0x0000000109806000  ts=733038106163694
WRITE  gpa=0x000000010906b000  ts=733038106170824
WRITE  gpa=0x00000001090d2000  ts=733038106176144
WRITE  gpa=0x0000000108877000  ts=733038106180214
WRITE  gpa=0x000000010a2a2000  ts=733038106186374
WRITE  gpa=0x000000010a34e000  ts=733038106189874
WRITE  gpa=0x00000001186ba000  ts=733038106193934
WRITE  gpa=0x000000011816a000  ts=733038106197784
WRITE  gpa=0x000000010bbb0000  ts=733038106202254
WRITE  gpa=0x0000000109517000  ts=733038106207334
WRITE  gpa=0x00000001186b6000  ts=733038106210684
WRITE  gpa=0x0000000122bd4000  ts=733038106213684
WRITE  gpa=0x00000001194ea000  ts=733038106217253
WRITE  gpa=0x0000000119ea5000  ts=733038106223143
WRITE  gpa=0x0000000119e8d000  ts=733038106227073
WRITE  gpa=0x0000000116ff2000  ts=733038106231513
WRITE  gpa=0x000000010a460000  ts=733038106236993
WRITE  gpa=0x000000010e5ec000  ts=733038106240453
WRITE  gpa=0x000000012d841000  ts=733038106244263
WRITE  gpa=0x000000011d2fc000  ts=733038106248803
WRITE  gpa=0x000000010eec6000  ts=733038106252913
WRITE  gpa=0x00000001150f8000  ts=733038106257303
WRITE  gpa=0x000000010e734000  ts=733038106262193
WRITE  gpa=0x0000000119e89000  ts=733038106265953
WRITE  gpa=0x0000000119eaf000  ts=733038106268763
WRITE  gpa=0x0000000109344000  ts=733038106274023
WRITE  gpa=0x000000012d840000  ts=733038106277933
WRITE  gpa=0x00000001150fe000  ts=733038106281023
WRITE  gpa=0x000000010b20c000  ts=733038106287133
WRITE  gpa=0x000000011d2ff000  ts=733038106291413
WRITE  gpa=0x000000010e7ae000  ts=733038106294963
WRITE  gpa=0x0000000122bd6000  ts=733038106298033
WRITE  gpa=0x000000011d050000  ts=733038106303133
WRITE  gpa=0x000000011d2fb000  ts=733038106307063
WRITE  gpa=0x000000011d2fd000  ts=733038106310123
WRITE  gpa=0x000000010e627000  ts=733038106313932
WRITE  gpa=0x00000001194e4000  ts=733038106317082
WRITE  gpa=0x00000001150fa000  ts=733038106320272
WRITE  gpa=0x000000010a143000  ts=733038106325082
WRITE  gpa=0x0000000127e76000  ts=733038106328942
WRITE  gpa=0x000000011d051000  ts=733038106332422
WRITE  gpa=0x0000000109348000  ts=733038106335972
WRITE  gpa=0x000000010e626000  ts=733038106340562
WRITE  gpa=0x000000010bc66000  ts=733038106349802
WRITE  gpa=0x000000010a294000  ts=733038106353462
WRITE  gpa=0x0000003f7fc38000  ts=733038106357072
WRITE  gpa=0x0000000100311000  ts=733038106364302
WRITE  gpa=0x000000011f4ad000  ts=733038106367782
WRITE  gpa=0x0000000109624000  ts=733038106372672
WRITE  gpa=0x00000001002e6000  ts=733038106377292
WRITE  gpa=0x00000001001da000  ts=733038106380122
WRITE  gpa=0x0000000109820000  ts=733038106383372
WRITE  gpa=0x0000000100db3000  ts=733038106391102
WRITE  gpa=0x000000011f804000  ts=733038106394382
WRITE  gpa=0x0000000121734000  ts=733038106397872
WRITE  gpa=0x000000010b93e000  ts=733038106400742
WRITE  gpa=0x00000000c0030000  ts=733038106405532
WRITE  gpa=0x00000000c0031000  ts=733038106412621
WRITE  gpa=0x00000000c0032000  ts=733038106417661
WRITE  gpa=0x00000000c0033000  ts=733038106422141
WRITE  gpa=0x00000000c0034000  ts=733038106426941
WRITE  gpa=0x00000000c0035000  ts=733038106431501
WRITE  gpa=0x00000000c0036000  ts=733038106435941
WRITE  gpa=0x00000000c0037000  ts=733038106440491
WRITE  gpa=0x00000000c0038000  ts=733038106444921
WRITE  gpa=0x00000000c0039000  ts=733038106449631
WRITE  gpa=0x00000000c003a000  ts=733038106454141
WRITE  gpa=0x00000000c003b000  ts=733038106458691
WRITE  gpa=0x00000000c003c000  ts=733038106463221
WRITE  gpa=0x00000000c003d000  ts=733038106468001
WRITE  gpa=0x00000000c003e000  ts=733038106472601
WRITE  gpa=0x00000000c003f000  ts=733038106477261
WRITE  gpa=0x000000011ee6d000  ts=733038106482631
WRITE  gpa=0x0000000100289000  ts=733038106486011
WRITE  gpa=0x0000000100297000  ts=733038106488531
WRITE  gpa=0x000000010e7a1000  ts=733038106491771
WRITE  gpa=0x000000010943e000  ts=733038106495001
WRITE  gpa=0x000000010e611000  ts=733038106498251
WRITE  gpa=0x0000000150fd2000  ts=733038106501991
WRITE  gpa=0x0000000121699000  ts=733038106506191
WRITE  gpa=0x000000010efd6000  ts=733038106509530
WRITE  gpa=0x00000001216ed000  ts=733038106512350
WRITE  gpa=0x000000010e7b1000  ts=733038106514920
WRITE  gpa=0x000000014f108000  ts=733038106518390
WRITE  gpa=0x0000003f7fc19000  ts=733038106521920
WRITE  gpa=0x0000003f7fc18000  ts=733038106524520
WRITE  gpa=0x0000000109631000  ts=733038106527080
WRITE  gpa=0x000000010e420000  ts=733038106531120
WRITE  gpa=0x000000010e7a2000  ts=733038106534030
WRITE  gpa=0x00000001097cc000  ts=733038106536990
WRITE  gpa=0x000000010e609000  ts=733038106539860
WRITE  gpa=0x000000013157f000  ts=733038106543820
WRITE  gpa=0x000000014f144000  ts=733038106547870
WRITE  gpa=0x000000014f1ad000  ts=733038106551770
WRITE  gpa=0x0000000147e38000  ts=733038106555300
WRITE  gpa=0x000000014f1bb000  ts=733038106558740
WRITE  gpa=0x000000010eec8000  ts=733038106561320
WRITE  gpa=0x00000001092c0000  ts=733038106564480
WRITE  gpa=0x0000000150c14000  ts=733038106567870
WRITE  gpa=0x0000000150c33000  ts=733038106571100
WRITE  gpa=0x000000016fb00000  ts=733038106574990
WRITE  gpa=0x0000000151136000  ts=733038106579200
WRITE  gpa=0x000000014fad8000  ts=733038106583060
WRITE  gpa=0x0000000150c5a000  ts=733038106587460
WRITE  gpa=0x00000001511ab000  ts=733038106591530
WRITE  gpa=0x0000000145946000  ts=733038106595640
WRITE  gpa=0x0000000150c69000  ts=733038106599420
WRITE  gpa=0x0000000149ff3000  ts=733038106603620
WRITE  gpa=0x0000000146f05000  ts=733038106606969
WRITE  gpa=0x00000001497ea000  ts=733038106611229
WRITE  gpa=0x000000013162c000  ts=733038106614519
WRITE  gpa=0x000000019409e000  ts=733038106619319
WRITE  gpa=0x000000014fb36000  ts=733038106623709
WRITE  gpa=0x000000014e613000  ts=733038106627229
WRITE  gpa=0x00000001775a6000  ts=733038106632629
WRITE  gpa=0x000000010e437000  ts=733038106636029
WRITE  gpa=0x000000010b21e000  ts=733038106638969
WRITE  gpa=0x000000015106d000  ts=733038106642399
WRITE  gpa=0x0000000150dca000  ts=733038106645819
WRITE  gpa=0x000000010e747000  ts=733038106649929
WRITE  gpa=0x000000015a560000  ts=733038106654059
WRITE  gpa=0x000000010eec9000  ts=733038106657149
WRITE  gpa=0x000000017d5f5000  ts=733038106661359
WRITE  gpa=0x0000000147db4000  ts=733038106665289
WRITE  gpa=0x000000015a56d000  ts=733038106668709
WRITE  gpa=0x0000003f7fc06000  ts=733038106671689
WRITE  gpa=0x0000003f7fc37000  ts=733038106675309
WRITE  gpa=0x0000000100309000  ts=733038106677949
WRITE  gpa=0x0000000111b2a000  ts=733038106683269
WRITE  gpa=0x0000000150fb3000  ts=733038106689309
WRITE  gpa=0x000000010a187000  ts=733038106693499
WRITE  gpa=0x0000000119621000  ts=733038106699179
WRITE  gpa=0x000000014f823000  ts=733038106702469
WRITE  gpa=0x000000017a0c2000  ts=733038106706258
WRITE  gpa=0x000000010ea5c000  ts=733038106710078
WRITE  gpa=0x00000001933c8000  ts=733038106713578
WRITE  gpa=0x000000010eecb000  ts=733038106717038
WRITE  gpa=0x000000014f423000  ts=733038106720138
WRITE  gpa=0x000000017ccfc000  ts=733038106723968
WRITE  gpa=0x000000010f2b3000  ts=733038106728288
WRITE  gpa=0x000000018842c000  ts=733038106732538
WRITE  gpa=0x000000014e6d0000  ts=733038106737158
WRITE  gpa=0x0000000189285000  ts=733038106741718
WRITE  gpa=0x0000000193306000  ts=733038106745818
WRITE  gpa=0x00000001932f9000  ts=733038106749558
WRITE  gpa=0x000000014f81b000  ts=733038106752988
WRITE  gpa=0x000000010ec66000  ts=733038106756848
WRITE  gpa=0x000000014f815000  ts=733038106760198
WRITE  gpa=0x000000014f873000  ts=733038106763498
WRITE  gpa=0x000000019330b000  ts=733038106766328
WRITE  gpa=0x0000000151013000  ts=733038106771588
WRITE  gpa=0x0000003f7fc1e000  ts=733038106780078
WRITE  gpa=0x00000001001cf000  ts=733038517047709
WRITE  gpa=0x000000010ebce000  ts=733038517069189
WRITE  gpa=0x000000244b815000  ts=733038517073949
WRITE  gpa=0x000000244b816000  ts=733038517482394
WRITE  gpa=0x0000000100000000  ts=733038517486704
WRITE  gpa=0x00000001001ce000  ts=733038517489584
WRITE  gpa=0x0000003f7fc05000  ts=733038517492944
WRITE  gpa=0x000000244c405000  ts=733038517496164
WRITE  gpa=0x000000244c40b000  ts=733038517499714
WRITE  gpa=0x000000244c40c000  ts=733038517502624
WRITE  gpa=0x0000003f7fc1f000  ts=733038517505664
WRITE  gpa=0x000000244c401000  ts=733038517508774
WRITE  gpa=0x0000000100db1000  ts=733038517512084
WRITE  gpa=0x00000001001d0000  ts=733038517515664
WRITE  gpa=0x000000011ed6f000  ts=733038517518874
WRITE  gpa=0x000000011ee30000  ts=733038517522124
WRITE  gpa=0x000000011ee33000  ts=733038517524924
WRITE  gpa=0x0000003f7fc23000  ts=733038517528184
WRITE  gpa=0x000000244b807000  ts=733038517530504
WRITE  gpa=0x000000244bfd5000  ts=733038517533424
WRITE  gpa=0x000000244bfd3000  ts=733038517535914
WRITE  gpa=0x000000011ee31000  ts=733038517538514
WRITE  gpa=0x000000244bc0c000  ts=733038517541934
WRITE  gpa=0x000000244b9d0000  ts=733038517545294
WRITE  gpa=0x0000003f7fc2e000  ts=733038517547984
WRITE  gpa=0x0000003f7fc33000  ts=733038517550594
WRITE  gpa=0x0000003f7fc15000  ts=733038517554544
WRITE  gpa=0x0000003f7fc32000  ts=733038517557844
WRITE  gpa=0x000000244c40d000  ts=733038517560373
WRITE  gpa=0x000000244c40e000  ts=733038517562793
WRITE  gpa=0x000000244b81c000  ts=733038517565503
WRITE  gpa=0x0000003f7fc31000  ts=733038517575353
WRITE  gpa=0x0000003f7fc22000  ts=733038517577873
WRITE  gpa=0x0000000103b0e000  ts=733038517581023
WRITE  gpa=0x0000000108f2c000  ts=733038517585363
WRITE  gpa=0x0000000100db0000  ts=733038517588583
WRITE  gpa=0x0000000100c50000  ts=733038517592533
WRITE  gpa=0x000000010bbb0000  ts=733038517596623
WRITE  gpa=0x000000011f2b2000  ts=733038517600033
WRITE  gpa=0x0000000100040000  ts=733038517604073
WRITE  gpa=0x0000000102251000  ts=733038517607423
WRITE  gpa=0x0000000102252000  ts=733038517609853
WRITE  gpa=0x000000011f578000  ts=733038517612973
WRITE  gpa=0x0000000103b4b000  ts=733038517616883
WRITE  gpa=0x0000003f7fc20000  ts=733038517619413
WRITE  gpa=0x0000000100117000  ts=733038517622863
WRITE  gpa=0x0000000100290000  ts=733038517626093
WRITE  gpa=0x000000244bf65000  ts=733038517629513
WRITE  gpa=0x000000010917c000  ts=733038517633153
WRITE  gpa=0x000000010bbb9000  ts=733038517636573
WRITE  gpa=0x000000010e655000  ts=733038517639833
WRITE  gpa=0x0000000108890000  ts=733038517642903
WRITE  gpa=0x000000244b81b000  ts=733038517645703
WRITE  gpa=0x000000244bbe3000  ts=733038517648883
WRITE  gpa=0x0000003f7fc2d000  ts=733038517652543
WRITE  gpa=0x000000010a3a1000  ts=733038517655782
WRITE  gpa=0x0000000117587000  ts=733038517659022
WRITE  gpa=0x0000000117586000  ts=733038517662182
WRITE  gpa=0x000000011f2b1000  ts=733038517664922
WRITE  gpa=0x000000010ba36000  ts=733038517668412
WRITE  gpa=0x000000010b8f7000  ts=733038517672312
WRITE  gpa=0x000000010a36b000  ts=733038517675342
